# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
356;Rechtsgrundlage gem. Polizeigesetz;Rechtsgrundlage gem. Polizeigesetz;ZIR;V1.4;20210813

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular;Kategorie
356_680;§ 12 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;Datenerhebung durch den Einsatz verdeckter Ermittler;;2019-12-11;;
356_681;§ 13 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;polizeiliche Beobachtung;;2019-12-11;;
356_682;§ 16 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;Speichern, Verändern und Nutzen von Daten;;2019-12-11;;
356_683;§ 17 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;Nutzung von Daten zu Zwecken der Statistik, Aus- und Fortbildung;;2019-12-11;;
356_684;§ 18 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;allgemeine Regelungen der Datenübermittlung;;2019-12-11;;
356_685;§ 18a PolDVG;0;1;0;NULL;;besondere Grundsätze der Datenverarbeitung im Rahmen der polizeilichen Zusammenarbeit zwischen Mitgliedstaaten der Europäischen Union und Schengen-assoziierten Staaten;;2019-12-11;;
356_686;§ 19 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;Datenübermittlung zwischen Polizeidienststellen;;2019-12-11;;
356_687;§ 20 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;Datenübermittlung an öffentliche Stellen, an ausländische öffentliche Stellen sowie an über- und zwischenstaatliche Stellen;;2019-12-11;;
356_688;§ 20a PolDVG;0;1;0;NULL;;Datenübermittlung an Mitgliedstaaten der Europäischen Union und Schengen-assoziierte Staaten;;2019-12-11;;
356_689;§ 21 Abs. 1 PolDVG;0;1;0;NULL;;Datenübermittlung an Personen und Stellen außerhalb des öffentlichen Bereichs;;2019-12-11;;
356_69;§ 20 Abs. 1 PolG BW;0;1;0;NULL;;Befragung;;2020-12-31;;
356_690;§ 21 Abs. 2 PolDVG;0;1;0;NULL;;Bekanntgabe an die Öffentlichkeit;;2019-12-11;;
356_691;§ 22 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;Datenabgleich;;2019-12-11;;
356_692;§ 23 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;Rasterfahndung;;2019-12-11;;
356_693;§ 25 PolDVG (gültig bis 11.12.2019);0;1;0;NULL;;Auskunft an den Betroffenen;;2019-12-11;;
356_694;§ 174 LVwG SH;0;1;0;NULL;;allgemeiner Grundsatz / Generalklausel;;;;4
356_695;§ 178 Abs. 1 LVwG SH;0;1;0;NULL;;Erhebung personenbezogener Daten;;;;4
356_696;§ 178 Abs. 2 LVwG SH;0;1;0;NULL;;verdeckte Datenerhebung;;;;3
356_697;§ 179 LVwG SH;0;1;0;NULL;;Voraussetzungen der Datenerhebung;;;;4
356_698;§ 180 Abs. 1 LVwG SH;0;1;0;NULL;;Befragung;;;;4
356_699;§ 180 Abs. 3 LVwG SH;0;1;0;NULL;;Anhalte- und Sichtkontrolle / lageabhängige Kontrolle;;;;4
356_7;§ 40 Abs. 1 BKAG (bis 24.05.2018);0;1;0;NULL;;Bestandsdatenauskunft;;2018-05-24;;4
356_70;§ 20 Abs. 2 PolG BW;0;1;0;NULL;;Generalklausel zur Datenerhebung;;2020-12-31;;
356_700;§ 180a LVwG SH;0;1;0;NULL;;Bestandsdatenauskunft;;;;
356_701;§ 180a Abs. 1 LVwG SH;0;1;0;NULL;;Auskunftsverlangen Bestandsdaten (Telekommunikationsgesetz);;;;4
356_702;§ 180a Abs. 2 LVwG SH;0;1;0;NULL;;Auskunftsverlangen Bestandsdaten für Zugriff auf Endgeräte oder eingesetzte Speichereinrichtungen;;;;3
356_703;§ 180a Abs. 4 LVwG SH;0;1;0;NULL;;Auskunftsverlangen Bestandsdaten (Telemediengesetz);;;;4
356_704;§ 181 LVwG SH;0;1;0;NULL;;Identitätsfeststellung;;;;4
356_705;§ 182 LVwG SH;0;1;0;NULL;;Prüfung von Berechtigungsscheinen;;;;4
356_706;§ 183 Abs. 1 S. 1 LVwG SH;0;1;0;NULL;;ED-Maßnahmen zur Identitätsfeststellung;;;;4
356_707;§ 183a LVwG SH;0;1;0;NULL;;medizinische und molekulargenetische Untersuchungen;;;;4
356_708;§ 184 LVwG SH;0;1;0;NULL;;Datenerhebung bei öffentlichen Veranstaltungen und Ansammlungen sowie auf öffentlichen Flächen;;;;4
356_709;§ 185 Abs. 1 LVwG SH;0;1;0;NULL;;besondere Mittel der Datenerhebung;;;;
356_71;§ 20 Abs. 3 PolG BW;0;1;0;NULL;;Datenerhebung zur vorbeugenden Straftatenbekämpfung;;2020-12-31;;
356_710;§ 185 Abs. 1 Nr. 1 LVwG SH;0;1;0;NULL;;längerfristige Observation;;;;3
356_711;§ 185 Abs. 1 Nr. 2 Buchstabe a LVwG SH;0;1;0;NULL;;Einsatz technischer Mittel zur Bildaufzeichnung;;;;3
356_712;§ 185 Abs. 1 Nr. 2 Buchstabe b LVwG SH;0;1;0;NULL;;Einsatz technischer Mittel zur Tonaufzeichnung;;;;2
356_713;§ 185 Abs. 1 Nr. 3 LVwG SH;0;1;0;NULL;;Aufnahme von vertraulichen Hinweisen;;;;3
356_714;§ 185 Abs. 3 LVwG SH;0;1;0;NULL;;Einsatz technischer Mittel in oder aus Wohnungen;;;;1
356_715;§ 185a LVwG SH;0;1;0;NULL;;Datenerhebung durch Überwachung der Telekommunikation;;;;2
356_716;§ 187 LVwG SH;0;1;0;NULL;;Kontrollmeldungen (verdeckte Registrierungen zur polizeilichen Beobachtung, gezielte Kontrollen);;;;3
356_717;§ 192 LVwG SH;0;1;0;NULL;;Datenübermittlung zwischen Polizei- und Ordnungsbehörden sowie an ausländische Polizeidienststellen in Staaten des Schengen Verbundes;;;;4
356_718;§ 193 LVwG SH;0;1;0;NULL;;Datenübermittlung an Behörden, öffentliche Stellen oder sonstige Stellen;;;;4
356_719;§ 198 LVwG SH;0;1;0;NULL;;Auskunftsrecht der betroffenen Person, Akteneinsicht;;;;
356_72;§ 20 Abs. 4 PolG BW;0;1;0;NULL;;Datenerhebung zur Vorbereitung auf die Gefahrenabwehr;;2020-12-31;;
356_720;§ 199 LVwG SH;0;1;0;NULL;;Vorladung;;;;4
356_721;§ 200 LVwG SH;0;1;0;NULL;;Vorführung einer Person;;;;4
356_722;§ 201 LVwG SH;0;1;0;NULL;;Platzverweis und Aufenthaltsverbot;;;;4
356_723;§ 201a LVwG SH;0;1;0;NULL;;Wohnungsverweisung sowie Rückkehr- und Betretungsverbot zum Schutz vor häuslicher Gewalt;;;;4
356_724;§ 202 LVwG SH;0;1;0;NULL;;Durchsuchung von Personen;;;;4
356_725;§ 204 LVwG SH;0;1;0;NULL;;Gewahrsam von Personen;;;;4
356_726;§ 206 LVwG SH;0;1;0;NULL;;Durchsuchung von Sachen;;;;4
356_727;§ 206a LVwG SH;0;1;0;NULL;;Durchsuchung bei gezielten Kontrollen;;;;4
356_728;§ 208 LVwG SH;0;1;0;NULL;;Betreten und Durchsuchung von Wohnungen;;;;4
356_729;§ 208 Abs. 4 LVwG SH;0;1;0;NULL;;Betreten und Durchsuchen zur Nachtzeit;;;;4
356_73;§ 20 Abs. 5 PolG BW;0;1;0;NULL;;Datenerhebung zum Schutz privater Rechter und zur Vollzugshilfe;;2020-12-31;;
356_730;§ 210 LVwG SH;0;1;0;NULL;;Sicherstellung von Sachen;;;;4
356_731;§ 212 LVwG SH;0;1;0;NULL;;amtliche Verwahrung;;2019-10-31;;
356_732;§ 213 LVwG SH;0;1;0;NULL;;Verwertung, Vernichtung;;;;4
356_733;§ 230 LVwG SH;0;1;0;NULL;;sofortiger Vollzug;;2019-10-31;;
356_734;§ 236 LVwG SH;0;1;0;NULL;;Androhung von Zwangsmitteln;;2019-10-31;;
356_735;§ 238 LVwG SH;0;1;0;NULL;;Ersatzvornahme;;2019-10-31;;
356_736;§ 239 LVwG SH;0;1;0;NULL;;unmittelbarer Zwang;;2019-10-31;;
356_737;§ 255 LVwG SH;0;1;0;NULL;;Fesselung von Personen;;;;4
356_738;§ 257 LVwG SH;0;1;0;NULL;;allgemeine Vorschriften für den Schusswaffengebrauch;;2019-10-31;;
356_739;§ 258 LVwG SH;0;1;0;NULL;;Schusswaffengebrauch gegen Personen;;;;4
356_74;§ 21 Abs. 1 PolG BW;0;1;0;NULL;;Bild- und Tonaufzeichnung öffentlichen Veranstaltungen und Ansammlungen;;2020-12-31;;
356_740;§ 259 LVwG SH;0;1;0;NULL;;Warnung beim Einsatz unmittelbaren Zwangs;;2019-10-31;;
356_741;§ 17 HSOG;0;1;0;NULL;;polizeiliche Beobachtung;;;;
356_742;§ 51 HSOG;0;1;0;NULL;;Ersatzzwangshaft;;;;
356_743;§ 16 Abs. 1 Nr. 1 TH - PAG;0;1;0;NULL;;erkennungsdienstliche Maßnahmen (Identitätsfeststellung);;;;
356_744;§ 16 Abs. 1 Nr. 2 TH - PAG;0;1;0;NULL;;erkennungsdienstliche Maßnahmen (vorbeugenden Bekämpfung von Straftaten);;;;
356_745;Art. 12 PAG BY;0;1;0;NULL;;Auskunftspflicht;;;;
356_746;Art. 33 PAG BY;0;1;0;NULL;;offene Bild- und Tonaufnahmen;;;;
356_747;Art. 37 PAG BY;0;1;0;NULL;;Einsatz verdeckter Ermittler;;;;
356_748;Art. 38 PAG BY;0;1;0;NULL;;Einsatz von Vertrauenspersonen;;;;
356_749;Art. 39 PAG BY;0;1;0;NULL;;automatisierte Kennzeichenerkennungssysteme;;;;
356_75;§ 22 Abs. 2 PolG BW;0;1;0;NULL;;Datenerhebung durch verdeckten Einsatz technischer Mittel;;2020-12-31;;
356_750;Art. 40 PAG BY;0;1;0;NULL;;Ausschreibung zur polizeilichen Beobachtung;;;;
356_751;Art. 41 PAG BY;0;1;0;NULL;;Einsatz technischer Mittel in Wohnungen;;;;
356_752;Art. 42 PAG BY;0;1;0;NULL;;Eingriffe in den Telekommunikationsbereich;;;;
356_753;Art. 43 PAG BY;0;1;0;NULL;;Mitwirkungspflichten der Diensteanbieter;;;;
356_754;Art. 47 PAG BY;0;1;0;NULL;;Einsatz von unbemannten Luftfahrtsystemen;;;;
356_755;Art. 47a PAG BY;0;1;0;NULL;;Überwindung besonderer Sicherungen;;;;
356_756;Art. 48 PAG BY;0;1;0;NULL;;Weiterverarbeitung von Daten, Datenübermittlung, Kennzeichnung und Sicherung;;;;
356_757;Art. 56 PAG BY;0;1;0;NULL;;Übermittlung an öffentliche Stellen im Inland;;;;
356_758;Art. 57 PAG BY;0;1;0;NULL;;Übermittlung an öffentliche Stellen der Mitgliedstaaten und an Organisationen der Europäischen Union;;;;
356_759;Art. 58 PAG BY;0;1;0;NULL;;Übermittlung an öffentliche Stellen in Drittstaaten und an internationale Organisationen;;;;
356_76;§ 22 Abs. 3 PolG BW;0;1;0;NULL;;Datenerhebung durch besondere Mittel der Datenerhebung;;2020-12-31;;
356_760;Art. 59 PAG BY;0;1;0;NULL;;Übermittlung an nichtöffentliche Stellen;;;;
356_761;Art. 60 PAG BY;0;1;0;NULL;;Datenempfang durch die Polizei;;;;
356_762;Art. 62 PAG BY;0;1;0;NULL;;Berichtigung, Löschung und Verarbeitungseinschränkungen von Daten;;;;
356_763;Art. 69 PAG BY;0;1;0;NULL;;Vollzugshilfe bei Freiheitsentziehungen;;;;
356_764;Art. 71 PAG BY;0;1;0;NULL;;Zwangsmittel;;;;
356_765;Art. 73 PAG BY;0;1;0;NULL;;Zwangsgeld;;;;
356_766;Art. 74 PAG BY;0;1;0;NULL;;Ersatzzwangshaft;;;;
356_767;Art. 76 PAG BY;0;1;0;NULL;;Androhung der Zwangsmittel;;;;
356_768;Art. 86 PAG BY;0;1;0;NULL;;besondere Waffen, Sprengmittel;;;;
356_769;§ 30 Abs. 2 Nds. SOG;0;1;0;NULL;;verdeckte Datenerhebung zum Zwecke der Gefahrenabwehr;;;;
356_77;§ 22a Abs. 1 PolG BW;0;1;0;NULL;;Einsatz automatischer Kennzeichenlesesysteme;;2020-12-31;;
356_770;§ 33a Nds. SOG;0;1;0;NULL;;Datenerhebung durch Überwachung der Telekommunikation (einschließlich der Erhebung von Verkehrsdaten und Standortkennungen);;;;
356_771;§ 33b Nds. SOG;0;1;0;NULL;;Geräte- und Standortermittlung, Unterbrechung der Telekommunikation (IMSI Catcher);;;;
356_772;§ 33c Nds. SOG;0;1;0;NULL;;Auskunftsverlangen (zu Bestandsdaten, Zugangssicherungscodes, dynamischen IP-Adressen;;;;
356_773;§ 34 Nds. SOG;0;1;0;NULL;;Datenerhebung durch längerfristige Observation;;;;
356_774;§ 35 Nds. SOG;0;1;0;NULL;;Datenerhebung durch den verdeckten Einsatz technischer Mittel außerhalb Wohnungen (zur Anfertigung von Bild- und Tonaufzeichnungen, Standortermittlung);;;;
356_775;§ 35a Nds. SOG;0;1;0;NULL;;Datenerhebung durch den verdeckten Einsatz technischer Mittel in Wohnungen;;;;
356_776;§ 36 Nds. SOG;0;1;0;NULL;;Datenerhebung durch die Verwendung von Vertrauenspersonen;;;;
356_777;§ 36a Nds. SOG;0;1;0;NULL;;Datenerhebung durch den Einsatz Verdeckter Ermittler;;;;
356_778;§ 37 Nds. SOG;0;1;0;NULL;;Kontrollmeldung (beobachtende Fahndung);;;;
356_779;§ 28a BPolG;0;1;0;NULL;;Einsatz technischer Mittel zur Eigensicherung;;;;
356_78;§ 23 Abs. 1 PolG BW;0;1;0;NULL;;verdeckte Datenerhebung in oder aus Wohnungen;;2020-12-31;;
356_780;§ 38 BPolG;0;1;0;NULL;;Platzverweisung;;;;
356_781;§ 21 Abs. 4 PolG BW;0;1;0;NULL;;intelligente Videoüberwachung;;2020-12-31;;
356_782;§ 23b Abs. 1 PolG BW;0;1;0;NULL;;präventive TKÜ;;2020-12-31;;
356_783;§ 23b Abs. 2 PolG BW;0;1;0;NULL;;Quellen-TKÜ;;2020-12-31;;
356_784;§ 23c Abs. 1 PolG BW;0;1;0;NULL;;Online-Durchsuchung;;2020-12-31;;
356_785;§ 27b Abs. 1 PolG BW;0;1;0;NULL;;Aufenthaltsverbot (zur Verhütung von Straftaten mit terroristischer Zielrichtung);;2020-12-31;;
356_786;§ 27b Abs. 2 PolG BW;0;1;0;NULL;;Kontaktverbot (zur Verhütung von Straftaten mit terroristischer Zielrichtung);;2020-12-31;;
356_787;§ 27c Abs. 1 PolG BW;0;1;0;NULL;;elektronische Aufenthaltsüberwachung (Fußfessel / zur Abwehr von Gefahren des internationalen Terrorismus);;2020-12-31;;
356_788;§ 27c Abs. 2 PolG BW;0;1;0;NULL;;Verarbeitung der für die elektronische Überwachung erforderlichen Daten;;2020-12-31;;
356_789;§ 27c Abs. 4 PolG BW;0;1;0;NULL;;Übermittlung der Daten der elektronischen Überwachung;;2020-12-31;;
356_79;§ 23a Abs. 1 PolG BW;0;1;0;NULL;;Datenerhebung nach dem Telekommunikationsgesetz und Telemediengesetz (Abruf von Verkehrsdaten);;2020-12-31;;
356_790;§ 34 Abs. 1 Alt. 1 Var. 1 u. 2 BKAG;0;1;0;NULL;;Einsatz technischer Mittel zur Eigensicherung innerhalb von Wohnungen (akustisch);2018-05-25;;;1
356_791;§ 34 Abs. 1 Alt. 1 Var. 3 u. 4 BKAG;0;1;0;NULL;;Einsatz technischer Mittel zur Eigensicherung innerhalb von Wohnungen (optisch - Lichtbilder und Bildaufzeichnungen);2018-05-25;;;1
356_792;§ 34 Abs. 1 Alt. 2 Var. 1 u. 2 BKAG;0;1;0;NULL;;Einsatz technischer Mittel zur Eigensicherung außerhalb von Wohnungen (akustisch);2018-05-25;;;2
356_793;§ 34 Abs. 1 Alt. 2 Var. 3 u. 4 BKAG;0;1;0;NULL;;Einsatz technischer Mittel zur Eigensicherung außerhalb von Wohnungen (optisch - Lichtbilder und Bildaufzeichnungen);2018-05-25;;;4
356_794;§ 40 Abs. 1 und 2 BKAG;0;1;0;NULL;;Bestandsdatenauskunft (§§ 95, 111 TKG);2018-05-25;;;4
356_795;§ 45 Abs. 1 und 2 Nr. 1 BKAG;0;1;0;NULL;;längerfristige Observation [IntTE];2018-05-25;;;3
356_796;§ 45 Abs. 1 und 2 Nr. 2a BKAG;0;1;0;NULL;;Einsatz technischer Mittel außerhalb von Wohnungen (optisch - Bildaufnahmen oder aufzeichnungen) - kurzfristig [IntTE];2018-05-25;;;4
356_797;§ 45 Abs. 3 Nr. 2 i. V. m. Abs. 2 Nr. 2a BKAG;0;1;0;NULL;;Einsatz technischer Mittel außerhalb von Wohnungen (optisch - Bildaufnahmen oder aufzeichnungen) - länger als 24 Stunden oder an mehr als 2 Tagen [IntTE];2018-05-25;;;3
356_798;§ 45 Abs. 1 und 2 Nr. 2b BKAG;0;1;0;NULL;;Einsatz technischer Mittel außerhalb von Wohnungen (akustisch) [IntTE];2018-05-25;;;2
356_799;§ 45 Abs. 1 und 2 Nr. 3 BKAG;0;1;0;NULL;;sonstige für Observationszwecke bestimmte technische Mittel außerhalb von Wohnungen [IntTE];2018-05-25;;;3
356_8;§ 41 Abs. 1 BKAG;0;1;0;NULL;;Befragung;;;;4
356_800;§ 45 Abs. 1 und 2 Nr. 4 BKAG;0;1;0;NULL;;Vertrauensperson (VP-Einsatz) [IntTE];2018-05-25;;;4
356_801;§ 45 Abs. 1 und 2 Nr. 5 BKAG;0;1;0;NULL;;verdeckter Ermittler (VE-Einsatz) [IntTE];2018-05-25;;;3
356_802;§ 46 Abs. 1 Nr. 1 BKAG;0;1;0;NULL;;Einsatz technischer Mittel innerhalb von Wohnungen (akustisch) [IntTE];2018-05-25;;;1
356_803;§ 46 Abs. 1 Nr. 2 BKAG;0;1;0;NULL;;Einsatz technischer Mittel innerhalb von Wohnungen (optisch - Lichtbilder und Bildaufzeichnungen) [IntTE];2018-05-25;;;1
356_804;§ 47 Abs. 1 Nr. 1, Abs. 2 BKAG;0;1;0;NULL;;Ausschreibung zur polizeilichen Beobachtung [IntTE];2018-05-25;;;4
356_805;§ 47 Abs. 1 Nr. 2, Abs. 2 BKAG;0;1;0;NULL;;Ausschreibung zur gezielten Kontrolle [IntTE];2018-05-25;;;4
356_806;§ 51 Abs. 2 BKAG;0;1;0;NULL;;Quellen-TKÜ;2018-05-25;;;2
356_807;§ 52 Abs. 1 BKAG;0;1;0;NULL;;Erhebung von Verkehrsdaten;2018-05-25;;;3
356_808;§ 52 Abs. 1 und 2 BKAG;0;1;0;NULL;;Auskunftsverlangen über Nutzungsdaten nach § 15 Abs. 1 Telemediengesetz;2018-05-25;;;3
356_809;§ 55 Abs. 1 BKAG;0;1;0;NULL;;Aufenthaltsvorgabe;2018-05-25;;;4
356_81;§ 25 Abs. 1 S. 1 PolG BW - Kennzeichenfahndung;0;1;0;NULL;;Ausschreibung von Kraftfahrzeugen (Kennzeichenfahndung);;2020-12-31;;
356_810;§ 55 Abs. 1 und 2 BKAG;0;1;0;NULL;;Kontaktverbot;2018-05-25;;;4
356_811;§ 64 Abs. 1 und 2 Nr. 1 BKAG;0;1;0;NULL;;längerfristige Observation [SG];2018-05-25;;;3
356_812;§ 64 Abs. 1 und 2 Nr. 2a BKAG;0;1;0;NULL;;Einsatz technischer Mittel außerhalb von Wohnungen (optisch - Bildaufnahmen oder -aufzeichnungen) - kurzfristig [SG];2018-05-25;;;4
356_813;§ 64 Abs. 3 Nr. 2 i. V. m. Abs. 2 Nr. 2a BKAG;0;1;0;NULL;;Einsatz technischer Mittel außerhalb von Wohnungen (optisch - Bildaufnahmen oder -aufzeichnungen) - länger als 24 Stunden oder an mehr als 2 Tagen [SG];2018-05-25;;;3
356_814;§ 64 Abs. 1 und 2 Nr. 2b BKAG;0;1;0;NULL;;Einsatz technischer Mittel außerhalb von Wohnungen (akustisch) [SG];2018-05-25;;;2
356_815;§ 64 Abs. 1 und 2 Nr. 3 BKAG;0;1;0;NULL;;Vertrauensperson (VP-Einsatz) [SG];2018-05-25;;;4
356_816;§ 65 Abs. 1 Alt. 1 BKAG;0;1;0;NULL;;Ausschreibung zur polizeilichen Beobachtung [SG];2018-05-25;;;4
356_817;§ 65 Abs. 1 Alt. 2 BKAG;0;1;0;NULL;;Ausschreibung zur gezielten Kontrolle [SG];2018-05-25;;;4
356_818;§ 9 Abs. 1 BKAG;0;1;0;NULL;;Auskunftsersuchen / Erkenntnisanfrage;2018-05-25;;;4
356_819;§ 9 Abs. 1 S. 2 Nr. 3 BKAG;0;1;0;NULL;;Auskunftersuchen bei nicht polizeilichen und privaten Stellen im Ausland;2018-05-25;;;4
356_82;§ 25 Abs. 1 S. 1 PolG BW - Personenfahndung;0;1;0;NULL;;Ausschreibung von Personen (Personenfahndung);;2020-12-31;;
356_820;§ 9 Abs. 2 BKAG;0;1;0;NULL;;Datenerhebung für Zwecke Personenschutz, Zeugenschutz und Eigenschutz;2018-05-25;;;4
356_821;§ 10 Abs. 1 und 2 BKAG;0;1;0;NULL;;Bestandsdatenauskunft für Zwecke Zentralstelle, Personenschutz, Zeugenschutz (§§ 95, 111 TKG);2018-05-25;;;4
356_822;Art. 35 PAG BY;0;1;0;NULL;;Postsicherstellung;;;;
356_823;Art. 36 PAG BY;0;1;0;NULL;;besondere Mittel der Datenerhebnung;;;;
356_824;§ 177 Abs. 1, 2. Alt. LVwG SH;NULL;1;0;NULL;;Einwilligung zur Datenerhebung / Freiwilligkeit;;;;4
356_825;§ 183 Abs. 1 S. 3 LVwG SH;NULL;1;0;NULL;;ED-Maßnahmen zur Verhütung von Straftaten;;;;4
356_826;§ 185 Abs. 1 Nr. 2 Buchstabe b i. V. m. § 186 Abs. 1 S. 7 LVwG SH;NULL;1;0;NULL;;Einsatz von Personenschutzsendern in / aus Wohnungen;;;;2
356_827;§ 189 Abs. 1 S. 4 LVwG SH;NULL;1;0;NULL;;Führung und Nutzung der Kriminalakte;;;;4
356_828;§ 195 LVwG SH;NULL;1;0;NULL;;Datenabgleich;;;;4
356_829;§ 195a LVwG SH;NULL;1;0;NULL;;Datenabgleich mit anderen Dateien (Rasterfahndung);;;;2
356_83;§ 26 PolG BW;0;1;0;NULL;;Personenfeststellung;;2020-12-31;;
356_830;§ 214 LVwG SH;NULL;1;0;NULL;;Wegnahme einer Person;;;;4
356_831;§ 43 Abs. 1 PolG BW;NULL;1;0;NULL;;Befragung;2021-01-01;;;
356_832;§ 43 Abs. 2 PolG BW;NULL;1;0;NULL;;Generalklausel zur Datenerhebung;2021-01-01;;;
356_833;§ 43 Abs. 3 PolG BW;NULL;1;0;NULL;;Datenerhebung zur vorbeugenden Straftatenbekämpfung;2021-01-01;;;
356_834;§ 43 Abs. 4 PolG BW;NULL;1;0;NULL;;Datenerhebung aufgrund anderer Rechtsvorschriften;2021-01-01;;;
356_835;§ 44 Abs. 1 PolG BW;NULL;1;0;NULL;;Bild- und Tonaufzeichnung öffentlichen Veranstaltungen und Ansammlungen;2021-01-01;;;
356_836;§ 44 Abs. 4 PolG BW;NULL;1;0;NULL;;intelligente Videoüberwachung;2021-01-01;;;
356_837;§ 51 Abs. 1 PolG BW;NULL;1;0;NULL;;Einsatz automatischer Kennzeichenlesesysteme;2021-01-01;;;
356_838;§ 51 Abs. 2 PolG BW;NULL;1;0;NULL;;Automatischer Kennzeichenabgleich mit Fahndungsbestand;2021-01-01;;;
356_839;§ 50 Abs. 1 PolG BW;NULL;1;0;NULL;;verdeckte Datenerhebung in oder aus Wohnungen;2021-01-01;;;
356_84;§ 27 Abs. 1 PolG BW;0;1;0;NULL;;Vorladung;;2020-12-31;;
356_840;§ 56 Abs. 1 S. 1 PolG BW - Kennzeichenfahndung;NULL;1;0;NULL;;Ausschreibung von Kraftfahrzeugen (Kennzeichenfahndung);2021-01-01;;;
356_841;§ 56 Abs. 1 S. 1 PolG BW - Personenfahndung;NULL;1;0;NULL;;Ausschreibung von Personen (Personenfahndung);2021-01-01;;;
356_842;§ 27 PolG BW;NULL;1;0;NULL;;Personenfeststellung;2021-01-01;;;
356_843;§ 28 Abs. 1 PolG BW;NULL;1;0;NULL;;Vorladung;2021-01-01;;;
356_844;§ 30 Abs. 1 PolG BW;NULL;1;0;NULL;;Platzverweis;2021-01-01;;;
356_845;§ 30 Abs. 2 PolG BW;NULL;1;0;NULL;;Aufenthaltsverbot;2021-01-01;;;
356_846;§ 30 Abs. 3 PolG BW;NULL;1;0;NULL;;Wohnungsverweis / Rückkehrverbot / Annäherungsverbot;2021-01-01;;;
356_847;§ 31 Abs. 1 PolG BW;NULL;1;0;NULL;;Aufenthaltsverbot / -vorgabe (zur Verhütung von Straftaten mit terroristischer Zielrichtung);2021-01-01;;;
356_848;§ 31 Abs. 2 PolG BW;NULL;1;0;NULL;;Kontaktverbot (zur Verhütung von Straftaten mit terroristischer Zielrichtung);2021-01-01;;;
356_849;§ 32 Abs. 1 PolG BW;NULL;1;0;NULL;;elektr. Aufenthaltsüberwachung (Fußfessel / zur Abwehr von Gefahren des internationalen Terrorismus);2021-01-01;;;
356_85;§ 27a Abs. 1 PolG BW;0;1;0;NULL;;Platzverweis;;2020-12-31;;
356_850;§ 32 Abs. 2 PolG BW;NULL;1;0;NULL;;Verarbeitung der für die elektronische Überwachung erforderlichen Daten;2021-01-01;;;
356_851;§ 32 Abs. 3 PolG BW;NULL;1;0;NULL;;Datenerhebung bei anderen Polizeien und öffentlichen Stellen;2021-01-01;;;
356_852;§ 32 Abs. 4 PolG BW;NULL;1;0;NULL;;Übermittlung der Daten der elektronischen Überwachung;2021-01-01;;;
356_853;§ 33 Abs. 1 Nr. 1 PolG BW;NULL;1;0;NULL;;Gewahrsam (Präventivgewahrsam oder Beseitigungsgewahrsam);2021-01-01;;;
356_854;§ 33 Abs. 1 Nr. 2 PolG BW;NULL;1;0;NULL;;Gewahrsam (Schutzgewahrsam);2021-01-01;;;
356_855;§ 33 Abs. 1 Nr. 3 PolG BW;NULL;1;0;NULL;;Gewahrsam (Identitätsgewahrsam);2021-01-01;;;
356_856;§ 34 PolG BW;NULL;1;0;NULL;;Durchsuchung von Personen;2021-01-01;;;
356_857;§ 35 PolG BW;NULL;1;0;NULL;;Durchsuchung von Sachen;2021-01-01;;;
356_858;§ 36 Abs. 1 PolG BW;NULL;1;0;NULL;;Betreten von Wohnungen;2021-01-01;;;
356_859;§ 36 Abs. 2 PolG BW;NULL;1;0;NULL;;Durchsuchung von Wohnungen;2021-01-01;;;
356_86;§ 27a Abs. 2 PolG BW;0;1;0;NULL;;Aufenthaltsverbot;;2020-12-31;;
356_860;§ 36 Abs. 3 PolG BW;NULL;1;0;NULL;;Durchsuchung von Gebäude / Gebäudegruppe;2021-01-01;;;
356_861;§ 36 Abs. 6 PolG BW;NULL;1;0;NULL;;Betreten von Arbeits-, Betriebs- und Geschäftsräumen;2021-01-01;;;
356_862;§ 37 Abs. 1 PolG BW;NULL;1;0;NULL;;Sicherstellung;2021-01-01;;;
356_863;§ 38 Abs. 1 PolG BW;NULL;1;0;NULL;;Beschlagnahme;2021-01-01;;;
356_864;§ 39 Abs. 1 PolG BW;NULL;1;0;NULL;;Einziehung;2021-01-01;;;
356_865;§ 41 Abs. 1 Nr. 1 PolG BW;NULL;1;0;NULL;;erkennungsdienstliche Maßnahmen (Identitätsfeststellung);2021-01-01;;;
356_866;§ 41 Abs. 1 Nr. 2 PolG BW;NULL;1;0;NULL;;erkennungsdienstliche Maßnahmen (vorbeugenden Bekämpfung von Straftaten);2021-01-01;;;
356_867;§ 41 Abs. 1 PolG BW;NULL;1;0;NULL;;erkennungsdienstliche Maßnahme;2021-01-01;;;
